4.6		 -0.398000000000		0.267000000000		 0.000038874708		   0.000017769728		126830000
4.2		 -0.425200000000		0.298400000000		 0.000044357500		   0.000023649068		14990000
3.8		 -0.554400000000		0.351200000000		 0.000053253886		   0.000034849913		40600000
3.4		 -0.738400000000		0.473800000000		 0.000060778136		   0.000051325607		191900000
3.0		 -0.938800000000		0.580000000000		 0.000070041329		   0.000080593399		27100000
2.6		 -1.256800000000		0.725400000000		 0.000057842037		   0.000101623680		61970000
2.2		 -1.660400000000		0.885400000000		 0.000030206719		   0.000084310967		122170000
1.8		 -1.865600000000		0.960200000000		 0.000010327736		   0.000049382135		37340000
1.4		 -1.970400000000		0.992200000000		 0.000001925474		   0.000016307576		11700000
1.0		 -1.998400000000		0.999600000000		 0.000000466372		   0.000006736069		740000
0.6		 -2.000000000000		1.000000000000		 0.000000040611		   0.000001082920		90000
0.2		 -2.000000000000		1.000000000000		 0.000000007551		   0.000000604089		20000
00

999200000000		0.999800000000		 0.000000089824		   0.000014373080		40000
